要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jpcrp_cor:NumberOfConsolidatedSubsidiariesAndNamesOfMajorConsolidatedSubsidiariesTextBlock,連結子会社の数及び主要な連結子会社の名称 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,すべての子会社を連結しております。連結子会社の数2社連結子会社の名称ＭＯＢＩＬＯＴＳ株式会社トヨタファイナンシャルサービスベトナム有限会社 
jpcrp_cor:NumberOfUnconsolidatedSubsidiariesAndAssociatesAccountedForUsingEquityMethodAndNamesOfMajorEntitiesAccountedForUsingEquityMethodTextBlock,持分法を適用した非連結子会社又は関連会社の数及びこれらのうち主要な会社等の名称 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,すべての関連会社に持分法を適用しております。持分法を適用した関連会社の数1組合関連会社の名称ＪＭＰＣ有限責任事業組合
jpcrp_cor:OtherSpecificInformationIfDeemedNecessaryAboutApplicationOfEquityMethodTextBlock,持分法の適用の手続について特に記載する必要があると認められる事項がある場合には、その内容 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,持分法適用にあたり、当有限責任事業組合への出資金は、有限責任事業組合の最近の財産及び損益の状況に基づき、同組合の純資産持分割合に応じて連結貸借対照表上関係会社出資金として計上し、また同組合の損益項目の持分相当額を連結損益計算書へ計上しております。 
jpcrp_cor:DisclosureAboutFiscalYearsEtcOfConsolidatedSubsidiariesTextBlock,連結子会社の事業年度等に関する事項 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,3．連結子会社の事業年度等に関する事項連結子会社のうち、トヨタファイナンシャルサービスベトナム有限会社の決算日は、12月31日であります。連結財務諸表作成にあたっては連結決算日現在で実施した仮決算に基づく財務諸表を使用しております。なお、その他の連結子会社の事業年度の末日は、連結決算日と一致しております。 
jpcrp_cor:DisclosureOfAccountingPoliciesTextBlock,会計方針に関する事項 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,4．会計方針に関する事項(1) 重要な資産の評価基準及び評価方法①  有価証券 　その他有価証券市場価格のない株式等以外のもの時価法（評価差額は、全部純資産直入法により処理し、売却原価は移動平均法により算定） 市場価格のない株式等総平均法による原価法 ②  デリバティブ時価法  ③  棚卸資産　貯蔵品評価基準は原価法（収益性の低下による簿価切下げの方法） ａ　宣伝印刷物総平均法 ｂ　その他の貯蔵品個別法 (2) 重要な減価償却資産の減価償却の方法①  有形固定資産（リース資産を除く）ａ  賃貸資産リース期間を償却年数とし、見積処分価額を残存価額とする定額法を採用しております。 ｂ  その他主として、定率法を採用しております。 ②  無形固定資産（リース資産を除く）　ソフトウエア主として、社内における利用可能期間（5年又は10年）に基づく定額法を採用しております。 ③  リース資産所有権移転外ファイナンス・リース取引に係るリース資産リース期間を耐用年数とし、残存価額を零とする定額法を採用しております。 (3) 重要な繰延資産の処理方法 社債発行費社債の償還までの期間にわたり定額法により償却しております。 (4) 重要な引当金の計上基準①  貸倒引当金債権の貸倒れによる損失に備えるため、貸倒実績率を基礎とした貸倒引当率により回収不能見込額を計上しております。この他に保証業務から生ずる債権の貸倒れによる損失に備えるため、保証履行に伴う求償債権等未収債権に対する回収不能見込額を過去の貸倒実績率を基礎とした貸倒引当率により見積り、計上しております。 ②  賞与引当金従業員に対して支給する賞与の支出に充てるため、支給見込額に基づき当連結会計年度に見合う分を計上しております。 ③  役員賞与引当金役員に対して支給する賞与の支出に備えて、当連結会計年度に見合う支給見込額に基づき計上しております。 ④  ポイント引当金クレジットカード利用に伴うポイント還元費用の負担に備えるため、会社所定の基準により将来使用されると見込まれる金額を計上しております。   ⑤  債務保証損失引当金保証業務から生じる損失に備えるため、主たる債務者の債務不履行により将来発生すると見込まれる損失見込額を、過去の貸倒実績率を基礎とした貸倒引当率により見積り、計上しております。 ⑥  役員退職慰労引当金役員の退職慰労金の支出に備えるため、内規に基づく期末要支給額を計上しております。 ⑦  メンテナンス引当金メンテナンス付リース取引及びメンテナンスサービスに関わる整備費用の将来の支出に備えるため、メンテナンス実績率等により発生見込額を計上しております。 (5) 退職給付に係る会計処理の方法①  退職給付見込額の期間帰属方法退職給付債務の算定にあたり、退職給付見込額を当連結会計年度末までの期間に帰属させる方法については、給付算定式基準によっております。 ②  数理計算上の差異及び過去勤務費用の費用処理方法過去勤務費用は、その発生時の従業員の平均残存勤務期間による定額法により費用処理しております。数理計算上の差異は、各連結会計年度の発生時における従業員の平均残存勤務期間による定額法により按分した額をそれぞれ発生の翌連結会計年度から費用処理することとしております。 (6) 重要な収益及び費用の計上基準①  融資融資元本残高に対して所定の料率で手数料を算出し、期間経過基準で手数料算出額を収益に計上しております。 ②  個別信用購入あっせん手数料総額を債権残高の積数で按分し、期日到来の都度積数按分額を収益に計上しております。 ③  信用保証保証料総額を保証債権残高の積数で按分し、期日到来の都度積数按分額を収益に計上しております。 ④  包括信用購入あっせん顧客手数料は主に回収期限到来基準（残債方式）により収益を計上、加盟店手数料はクレジットカードを媒介としたショッピング取扱時に加盟店等より収受する手数料であり、取扱高計上時に一括して収益を計上しております。 ⑤  リースａ  ファイナンス・リースリース料受取時に売上高と売上原価を計上しております。 ｂ  オペレーティング・リースリース料総額をリース期間に按分し毎月均等額を収益に計上しております。  ⑥  その他（クレジットカードの年会費）年会費は、会員資格に基づき限度額を付与してクレジットカードによるショッピングを利用可能とするサービス等の対価として、サービスの提供期間にわたり充足される履行義務であり、年会費の有効期間にわたり一定金額を収益として計上しております。 (7) 重要な外貨建の資産又は負債の本邦通貨への換算の基準外貨建金銭債権債務は、連結決算日の直物為替相場により円貨に換算し、換算差額は損益として処理しております。なお、在外子会社等の資産及び負債は、連結決算日の直物為替相場により円貨に換算し、収益及び費用は期中平均相場により円貨に換算し、換算差額は純資産の部における為替換算調整勘定に含めております。 (8) 重要なヘッジ会計の方法①  ヘッジ会計の方法原則として繰延ヘッジ処理によっております。なお、特例処理の要件を満たしている金利スワップについては、特例処理によっております。 ②  ヘッジ手段とヘッジ対象ａ  ヘッジ手段デリバティブ取引(金利スワップ) ｂ  ヘッジ対象借入金及び社債 ③  ヘッジ方針資金調達に係る金利リスクをヘッジする目的でデリバティブ取引を行っております。なお、デリバティブ取引の相手先は、社内でとりきめた格付機関による格付基準を満たす金融機関に限定しております。 ④  ヘッジ有効性評価の方法ａ  事前テスト比率分析もしくは回帰分析等の統計的手法 ｂ  事後テスト比率分析 (9) 連結キャッシュ・フロー計算書における資金の範囲手許現金、要求払預金及び取得日から3ヶ月以内に満期日又は償還日の到来する流動性の高い、容易に換金可能であり、かつ、価値の変動について僅少なリスクしか負わない短期的な投資であります。 (10) その他連結財務諸表作成のための重要な事項①  出資金の会計処理投資事業組合の最近の財産及び損益の状況に基づき、同組合の純資産持分割合に応じて連結貸借対照表上出資金として計上し、また同組合の損益項目の持分相当額を連結損益計算書へ計上しております。 ②  資産に係る控除対象外消費税等の会計処理資産に係る控除対象外消費税及び地方消費税は長期前払消費税等（投資その他の資産のその他）とし、5年間で償却を行っております。  ③  関連する会計基準等の定めが明らかでない場合に採用した会計処理の原則及び手続ａ  債務保証の計上方法業務としての債務保証は、連結財務諸表「注記事項（連結貸借対照表関係）8　保証債務」に債務保証残高から債務保証損失引当金を控除した金額を注記しております。  b  営業収益の計上方法個別信用購入あっせん収益は、手数料総額を債権残高の積数で按分し、期日到来の都度積数按分額を計上しております。信用保証収益は、保証料総額を保証債権残高の積数で按分し、期日到来の都度積数按分額を計上しております。包括信用購入あっせん収益のうち顧客手数料は、主に回収期限到来基準（残債方式）により計上しております。 
jpcrp_cor:SignificantAccountingEstimatesConsolidatedFinancialStatementsTextBlock,重要な会計上の見積り、連結財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－," (重要な会計上の見積り)1．貸倒引当金及び債務保証損失引当金の計上基準(1) 当連結会計年度の連結財務諸表に計上した金額（単位：百万円） 前連結会計年度当連結会計年度貸倒引当金16,29017,583債務保証損失引当金8,5756,453  (2) 識別した項目に係る重要な会計上の見積りの内容に関する情報当社及び連結子会社は、「営業貸付金」、「割賦売掛金」及び「リース債権及びリース投資資産」等の債権（以下「債権」という。）及び債務保証の貸倒れによる損失に備えるため、貸倒実績率を基礎とした貸倒引当率により貸倒引当金及び債務保証損失引当金（以下「当該引当金」という。）を見積もっております。貸倒見積高の算定にあたっては、債務者の財政状態、返済実績、延滞格付け等に応じて、一般債権、貸倒懸念債権及び破産更生債権等に区分しております。一般債権に係る貸倒引当金及び債務保証損失引当金については、商品別に分類し、平均回収期間における延滞格付けごとの貸倒損失額の過去実績に現在の経済環境、その他の関連する要因等を考慮して貸倒引当率を決定し、債権及び債務保証の当連結会計年度末残高に貸倒引当率を乗じた数値を回収不能見込額と仮定して当該引当金を計上しております。貸倒懸念債権及び破産更生債権等に係る貸倒引当金については、債権及び保証履行に伴う求償債権等未収債権が多数の小口債権で構成されていることから、担保価値や返済実績、現在の経済環境、その他の関連する要因等を考慮して貸倒引当率を決定し、債権及び保証履行に伴う求償債権等未収債権の当連結会計年度末残高に貸倒引当率を乗じた数値を回収不能見込額と仮定して貸倒引当金を計上しております。当該引当金は現時点における最善の見積りでありますが、見積りは不確実であり、経済環境等の変動により債務者の返済能力が変化した場合、翌連結会計年度の連結財務諸表において認識する当該引当金及び貸倒引当金繰入額の金額に重要な影響を与える可能性があります。 2．ポイント引当金の計上基準(1) 当連結会計年度の連結財務諸表に計上した金額（単位：百万円） 前連結会計年度当連結会計年度ポイント引当金20,90817,943  (2) 識別した項目に係る重要な会計上の見積りの内容に関する情報当社は、クレジットカード利用に伴うポイント還元費用の負担に備えるため、将来的に見込まれるポイント債務を見積り、ポイント引当金を計上しております。ポイント債務は、当連結会計年度末に保有するポイント数のうち、有効期限内に利用されるポイント数や利用時の単価をそれぞれ過去実績に現在の経済環境、その他の関連する要因等を考慮して算定し、有効期限内利用見込ポイント数に利用見込単価を乗じた数値を将来使用されると見込まれる金額と仮定してポイント引当金を見積もっております。当該ポイント引当金は現時点における最善の見積りでありますが、見積りは不確実であり、会員の還元動向に変化があった場合、翌連結会計年度の連結財務諸表において認識するポイント引当金及びポイント引当金繰入額の金額に重要な影響を与える可能性があります。 3．繰延税金資産の回収可能性(1) 当連結会計年度の連結財務諸表に計上した金額繰延税金資産の金額は、連結財務諸表「注記事項（税効果会計関係）1．繰延税金資産及び繰延税金負債の発生の主な原因別の内訳」に記載の金額と同一であります。 (2) 識別した項目に係る重要な会計上の見積りの内容に関する情報当社は、毎期安定的かつ継続的に税引前当期純利益を計上しており、税務上の繰越欠損金の発生もなく、長期にわたり会計上の利益に基づく課税所得水準を維持していることから、翌連結会計年度以降も同水準の安定的な税引前当期純利益を計上できると仮定しております。この仮定に基づく利益水準により算定される将来の一時差異等加減算前課税所得の見込額及び将来加算一時差異の解消見込額と相殺され、税金負担額を軽減すると認められる将来減算一時差異に係る繰延税金資産は回収可能性があるものとして見積もっております。なお、当社では固定資産の譲渡等の計画はなく、タックスプランニングによる一時差異等加減算前課税所得は見込んでおりません。また、連結子会社は、将来減算一時差異等に対して繰延税金資産を計上しており、その回収可能性は将来5年間の事業計画等に基づく将来課税所得に基づき評価しております。当該繰延税金資産の回収可能性は現時点における最善の見積りでありますが、見積りは不確実であり、将来的に経済活動、経営環境等の変動により見直しが必要となった場合、翌連結会計年度の連結財務諸表において認識する繰延税金資産及び法人税等調整額の金額に重要な影響を与える可能性があります。 "
jpcrp_cor:NotesChangesInAccountingPoliciesInAccordanceWithChangesInAccountingStandardsEtcConsolidatedFinancialStatementsTextBlock,会計基準等の改正等に伴う会計方針の変更、連結財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－, (会計方針の変更)「法人税、住民税及び事業税等に関する会計基準」（企業会計基準第27号 2022年10月28日。以下「2022年改正会計基準」という。）等を当連結会計年度の期首から適用しております。法人税等の計上区分（その他の包括利益に対する課税）に関する改正については、2022年改正会計基準第20－3項ただし書きに定める経過的な取扱い及び「税効果会計に係る会計基準の適用指針」（企業会計基準適用指針第28号 2022年10月28日。以下「2022年改正適用指針」という。）第65－2項(2)ただし書きに定める経過的な取扱いに従っております。なお、当該会計方針の変更による連結財務諸表への影響額及び1株当たり情報への影響額はありません。また、連結会社間における子会社株式等の売却に伴い生じた売却損益を税務上繰り延べる場合の連結財務諸表における取扱いの見直しに関連する改正については、2022年改正適用指針を当連結会計年度の期首から適用しております。当該会計方針の変更は、遡及適用され、前連結会計年度については遡及適用後の連結財務諸表となっております。なお、当該会計方針の変更による前連結会計年度の連結財務諸表への影響額及び前連結会計年度に係る1株当たり情報への影響額並びに前連結会計年度の期首における純資産額に対する累積的影響額はありません。 
jpcrp_cor:NotesNewAccountingStandardsNotYetAppliedConsolidatedFinancialStatementsTextBlock,未適用の会計基準等、連結財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(未適用の会計基準等)・「リースに関する会計基準」（企業会計基準第34号　2024年9月13日）・「リースに関する会計基準の適用指針」（企業会計基準適用指針第33号　2024年9月13日）ほか、関連する企業会計基準、企業会計基準適用指針、実務対応報告及び移管指針の改正 (1) 概要国際的な会計基準と同様に、借手のすべてのリースについて資産・負債を計上する等の取扱いを定めるもの。 (2) 適用予定日2028年3月期の期首より適用予定であります。 (3) 当該会計基準等の適用による影響影響額は、当連結財務諸表の作成時において評価中であります。 
jpcrp_cor:NotesChangesInPresentationConsolidatedFinancialStatementsTextBlock,表示方法の変更、連結財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(表示方法の変更)該当事項はありません。 
jpcrp_cor:NotesChangesInAccountingEstimatesConsolidatedFinancialStatementsTextBlock,会計上の見積りの変更、連結財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(会計上の見積りの変更)該当事項はありません。 
jpcrp_cor:NotesAdditionalInformationConsolidatedFinancialStatementsTextBlock,追加情報、連結財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(追加情報)該当事項はありません。 
jpcrp_cor:NotesRegardingPledgedAssetsTextBlock,担保に供している資産の注記 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－,"※1  担保資産及び担保付債務担保に供している資産及び担保付債務は以下のとおりであります。 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)割賦売掛金72,740百万円415,496百万円   前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)1年内返済予定の債権流動化借入金12,063百万円75,359百万円債権流動化借入金59,661　〃340,771　〃計71,725百万円416,130百万円  "
jpcrp_cor:NotesRegardingAmountsOfNotesAndAccountsReceivableTradeAndContractAssetsTextBlock,受取手形、売掛金及び契約資産の金額の注記 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－,※2  顧客との契約から生じた債権及び契約資産流動資産のその他のうち、顧客との契約から生じた債権の金額は、連結財務諸表「注記事項（収益認識関係）3．顧客との契約に基づく履行義務の充足と当該契約から生じるキャッシュ・フローとの関係並びに当連結会計年度末において存在する顧客との契約から翌連結会計年度以降に認識すると見込まれる収益の金額及び時期に関する情報　(1)契約負債の残高等」に記載しております。なお、契約資産に該当する取引の残高はありません。 
jpcrp_cor:NotesRegardingAccumulatedDepreciationOfPropertyPlantAndEquipmentTextBlock,有形固定資産の減価償却累計額の注記 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－,"※3  有形固定資産の減価償却累計額 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)有形固定資産の減価償却累計額14,110百万円17,652百万円  "
jpcrp_cor:NotesRegardingAmountsOfReductionEntryOfPropertyPlantAndEquipmentTextBlock,有形固定資産の圧縮記帳額の注記 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－,"※4　圧縮記帳額国庫補助金等により有形固定資産の取得価額から控除している圧縮記帳額及びその内訳は次のとおりであります。 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)圧縮記帳額8,659百万円11,487百万円(うち、賃貸資産)8,659　〃11,487　〃  "
jpcrp_cor:NotesRegardingTotalAmountsOfSharesOfAndOrLoansToAffiliatedEntitiesTextBlock,関係会社の株式及び（又は）出資金の総額 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－,"※5  共同支配企業に対する投資の金額 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)関係会社出資金2,531百万円2,881百万円  "
jpcrp030000-asr_E05031-000:NotesRegardingLiquidationOfAccountsReceivableTextBlock,,CurrentYearInstant,当期末,その他,時点,－,－,※6　債権流動化借入金債権流動化借入金は、割賦売掛金を流動化したことに伴い発生した債務であります。 
jpcrp_cor:NotesRegardingAmountOfContractLiabilitiesTextBlock,契約負債の金額の注記 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－,※7　契約負債流動負債のその他のうち、契約負債の金額は、連結財務諸表「注記事項（収益認識関係）3．顧客との契約に基づく履行義務の充足と当該契約から生じるキャッシュ・フローとの関係並びに当連結会計年度末において存在する顧客との契約から翌連結会計年度以降に認識すると見込まれる収益の金額及び時期に関する情報　(1)契約負債の残高等」に記載しております。 
jpcrp_cor:NotesRegardingGuaranteeObligationsTextBlock,保証債務の注記 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－," 8　保証債務連結会社以外のトヨタ販売店及びレンタリース店等が一般顧客に割賦販売等を行うにあたり、販売店及びレンタリース店等に対して保証業務として次のとおり債務保証を行っております。 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)営業上の債務保証3,974,138百万円2,972,991百万円  "
jpcrp_cor:CreditorsNotesRegardingOverdraftContractsAndOrLoanCommitmentsTextBlock,当座貸越契約及び（又は）貸出コミットメントに関する貸手の注記 [テキストブロック],CurrentYearInstant,当期末,その他,時点,－,－,"9　貸出コミットメントに係る貸出未実行残高 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)貸出未実行残高3,560,453百万円2,659,783百万円  なお、上記貸出コミットメントにおいては、信用状態等に関する審査を貸出の条件としているものが含まれているため、必ずしも全額が貸出実行されるものではありません。 "
jpcrp_cor:NotesRegardingAmountOfRevenueFromContractsWithCustomersTextBlock,顧客との契約から生じる収益の金額の注記 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,※1  顧客との契約から生じる収益営業収益の包括信用購入あっせん収益及びその他については、顧客との契約から生じる収益及びそれ以外の収益を区分して記載しておりません。顧客との契約から生じる収益の金額は、連結財務諸表「注記事項（収益認識関係）1．顧客との契約から生じる収益を分解した情報」に記載しております。 
jpcrp_cor:NotesRegardingReclassificationAdjustmentsIncomeTaxesAndTaxEffectsRelatingToOtherComprehensiveIncomeTextBlock,その他の包括利益に関する組替調整額、法人税等及び税効果額 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"※1　その他の包括利益に係る組替調整額並びに法人税等及び税効果額 前連結会計年度(自　2023年4月1日 至  2024年3月31日)当連結会計年度(自　2024年4月1日 至  2025年3月31日)その他有価証券評価差額金  当期発生額273百万円△342百万円組替調整額―　〃―　〃法人税等及び税効果調整前273百万円△342百万円法人税等及び税効果額△83　〃105　〃 その他有価証券評価差額金189百万円△237百万円繰延ヘッジ損益  当期発生額△88百万円△1,315百万円組替調整額△377　〃154　〃法人税等及び税効果調整前△465百万円△1,160百万円法人税等及び税効果額142　〃366　〃繰延ヘッジ損益△323百万円△793百万円為替換算調整勘定  当期発生額1,105百万円△566百万円退職給付に係る調整額  当期発生額△68百万円1,120百万円組替調整額94　〃95　〃法人税等及び税効果調整前25百万円1,215百万円法人税等及び税効果額△7　〃△377　〃退職給付に係る調整額17百万円837百万円その他の包括利益合計990百万円△760百万円  "
jpcrp_cor:NotesRegardingIssuedSharesAndTreasurySharesTextBlock,発行済株式及び自己株式に関する注記 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"1．発行済株式に関する事項株式の種類当連結会計年度期首増加減少当連結会計年度末普通株式(株)187,500                ―                ―187,500  2．自己株式に関する事項該当事項はありません。 "
jpcrp_cor:NotesRegardingNewShareSubscriptionRightsEtcTextBlock,新株予約権等に関する注記 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,3．新株予約権等に関する事項該当事項はありません。 
jpcrp_cor:NotesRegardingDividendTextBlock,配当に関する注記 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"4．配当に関する事項　(1) 配当金支払額決議株式の種類配当金の総額 (百万円)1株当たり配当額 (円)基準日効力発生日2024年6月14日定時株主総会普通株式8,81247,0002024年3月31日2024年6月14日  　(2) 基準日が当連結会計年度に属する配当のうち、配当の効力発生日が翌連結会計年度となるもの該当事項はありません。 "
jpcrp_cor:ReconciliationOfEndingBalanceOfCashAndCashEquivalentsWithAccountBalancesPerBalanceSheetTextBlock,現金及び現金同等物の期末残高と貸借対照表に掲記されている科目の金額との関係 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"※1 　現金及び現金同等物の期末残高と連結貸借対照表に掲記されている科目の金額との関係は、次のとおりであります。 前連結会計年度(自　2023年4月1日 至  2024年3月31日)当連結会計年度(自　2024年4月1日 至  2025年3月31日)現金及び預金370,303百万円423,627百万円保険代理店専用口座△1,302　〃△1,158　〃現金及び現金同等物369,001百万円422,468百万円  "
jpcrp_cor:NotesLeasesConsolidatedFinancialStatementsTextBlock,リース取引関係、連結財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"(リース取引関係)1．ファイナンス・リース取引(借主側)重要性がないため記載を省略しております。 (貸主側)(1) リース投資資産の内訳　　　（単位：百万円） 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)リース料債権部分147,097161,554受取利息相当額△9,111△11,999リース投資資産137,986149,554  (2) リース債権及びリース投資資産に係るリース料債権部分の連結会計年度末日後の回収予定額　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　（単位：百万円） 前連結会計年度(2024年3月31日)1年以内1年超2年以内2年超3年以内3年超4年以内4年超5年以内5年超リース債権22,32519,28614,94810,6956,6072,107リース投資資産45,46036,41427,44718,19811,9497,627  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　（単位：百万円） 当連結会計年度(2025年3月31日)1年以内1年超2年以内2年超3年以内3年超4年以内4年超5年以内5年超リース債権25,14221,00616,90312,4037,0572,610リース投資資産45,74637,48528,48222,12215,79711,919    2．オペレーティング・リース取引(借主側)  オペレーティング・リース取引のうち解約不能のものに係る未経過リース料　    （単位：百万円） 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)1年内26221年超1111合計3733  (貸主側)  オペレーティング・リース取引のうち解約不能のものに係る未経過リース料　    （単位：百万円） 前連結会計年度(2024年3月31日)当連結会計年度(2025年3月31日)1年内6,7737,7141年超9,31410,125合計16,08717,839  "
