要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsOtherCorporations,所有株式数（単元）－その他の法人,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,1344607
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsForeignInvestorsOtherThanIndividuals,所有株式数（単元）－外国法人等－個人以外,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,164412
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsForeignIndividualInvestors,所有株式数（単元）－外国法人等－個人,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,1118
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsIndividualsAndOthers,所有株式数（単元）－個人その他,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,513580
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsTotal,所有株式数（単元）－計,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,2272261
jpcrp_cor:NumberOfSharesHeldSharesLessThanOneUnit,所有株式数－単元未満株式の状況（株）,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,shares,,345039
jpcrp_cor:PercentageOfShareholdingsNationalAndLocalGovernments,所有株式数の割合（％）－政府及び地方公共団体,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,－
jpcrp_cor:PercentageOfShareholdingsFinancialInstitutions,所有株式数の割合（％）－金融機関,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,0.100
jpcrp_cor:PercentageOfShareholdingsFinancialServiceProviders,所有株式数の割合（％）－金融商品取引業者,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,0.009
jpcrp_cor:PercentageOfShareholdingsOtherCorporations,所有株式数の割合（％）－その他の法人,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,0.591
jpcrp_cor:PercentageOfShareholdingsForeignersOtherThanIndividuals,所有株式数の割合（％）－外国法人等－個人以外,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,0.072
jpcrp_cor:PercentageOfShareholdingsForeignIndividuals,所有株式数の割合（％）－外国法人等－個人,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,0.000
jpcrp_cor:PercentageOfShareholdingsIndividualsAndOthers,所有株式数の割合（％）－個人その他,CurrentYearInstant_OrdinaryShareMember,当期末,その他,時点,pure,,0.226
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No1MajorShareholdersMember,当期末,その他,時点,shares,,132351000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No1MajorShareholdersMember,当期末,その他,時点,pure,,0.5815
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No2MajorShareholdersMember,当期末,その他,時点,shares,,11248000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No2MajorShareholdersMember,当期末,その他,時点,pure,,0.0494
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No3MajorShareholdersMember,当期末,その他,時点,shares,,3216000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No3MajorShareholdersMember,当期末,その他,時点,pure,,0.0141
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No4MajorShareholdersMember,当期末,その他,時点,shares,,2117000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No4MajorShareholdersMember,当期末,その他,時点,pure,,0.0093
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No5MajorShareholdersMember,当期末,その他,時点,shares,,1763000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No5MajorShareholdersMember,当期末,その他,時点,pure,,0.0077
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No6MajorShareholdersMember,当期末,その他,時点,shares,,1434000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No6MajorShareholdersMember,当期末,その他,時点,pure,,0.0063
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No7MajorShareholdersMember,当期末,その他,時点,shares,,1384000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No7MajorShareholdersMember,当期末,その他,時点,pure,,0.0060
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No8MajorShareholdersMember,当期末,その他,時点,shares,,1201000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No8MajorShareholdersMember,当期末,その他,時点,pure,,0.0052
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No9MajorShareholdersMember,当期末,その他,時点,shares,,1105000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No9MajorShareholdersMember,当期末,その他,時点,pure,,0.0048
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No10MajorShareholdersMember,当期末,その他,時点,shares,,1100000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No10MajorShareholdersMember,当期末,その他,時点,pure,,0.0048
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No11MajorShareholdersMember,当期末,その他,時点,shares,,1100000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No11MajorShareholdersMember,当期末,その他,時点,pure,,0.0048
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant_No12MajorShareholdersMember,当期末,その他,時点,shares,,1100000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant_No12MajorShareholdersMember,当期末,その他,時点,pure,,0.0048
jpcrp_cor:NumberOfSharesHeld,所有株式数,CurrentYearInstant,当期末,その他,時点,shares,,159122000
jpcrp_cor:ShareholdingRatio,発行済株式（自己株式を除く。）の総数に対する所有株式数の割合,CurrentYearInstant,当期末,その他,時点,pure,,0.6992
jpcrp_cor:NumberOfSharesIssuedSharesVotingRights,株式数（株）、発行済株式、議決権の状況,CurrentYearInstant_SharesWithNoVotingRightsMember,当期末,その他,時点,shares,,－
jpcrp_cor:NumberOfSharesIssuedSharesVotingRights,株式数（株）、発行済株式、議決権の状況,CurrentYearInstant_SharesWithRestrictedVotingRightsTreasurySharesEtcMember,当期末,その他,時点,shares,,－
jpcrp_cor:NumberOfSharesIssuedSharesVotingRights,株式数（株）、発行済株式、議決権の状況,CurrentYearInstant_SharesWithRestrictedVotingRightsOtherMember,当期末,その他,時点,shares,,－
jpcrp_cor:NumberOfVotingRightsIssuedSharesVotingRights,議決権の数（個）、発行済株式、議決権の状況,CurrentYearInstant_SharesWithRestrictedVotingRightsOtherMember,当期末,その他,時点,pure,,－
jpcrp_cor:NumberOfSharesIssuedSharesVotingRights,株式数（株）、発行済株式、議決権の状況,CurrentYearInstant_OrdinarySharesSharesWithFullVotingRightsTreasurySharesEtcMember,当期末,その他,時点,shares,,4800
jpcrp_cor:NumberOfSharesIssuedSharesVotingRights,株式数（株）、発行済株式、議決権の状況,CurrentYearInstant_OrdinarySharesSharesWithFullVotingRightsOtherMember,当期末,その他,時点,shares,,227221300
jpcrp_cor:NumberOfVotingRightsIssuedSharesVotingRights,議決権の数（個）、発行済株式、議決権の状況,CurrentYearInstant_OrdinarySharesSharesWithFullVotingRightsOtherMember,当期末,その他,時点,pure,,2272213
jpcrp_cor:NumberOfSharesIssuedSharesVotingRights,株式数（株）、発行済株式、議決権の状況,CurrentYearInstant_OrdinarySharesSharesLessThanOneUnitMember,当期末,その他,時点,shares,,345039
jpcrp_cor:NumberOfSharesIssuedSharesVotingRights,株式数（株）、発行済株式、議決権の状況,CurrentYearInstant,当期末,その他,時点,shares,,227571139
jpcrp_cor:NumberOfVotingRightsIssuedSharesVotingRights,議決権の数（個）、発行済株式、議決権の状況,CurrentYearInstant,当期末,その他,時点,pure,,2272213
jpcrp_cor:NumberOfSharesHeldInOwnNameTreasurySharesEtc,自己名義所有株式数（株）、自己株式等,CurrentYearInstant_Row1Member,当期末,その他,時点,shares,,4800
jpcrp_cor:NumberOfSharesHeldInOthersNamesTreasurySharesEtc,他人名義所有株式数（株）、自己株式等,CurrentYearInstant_Row1Member,当期末,その他,時点,shares,,－
jpcrp_cor:TotalNumberOfSharesHeldTreasurySharesEtc,所有株式数の合計（株）、自己株式等,CurrentYearInstant_Row1Member,当期末,その他,時点,shares,,4800
jpcrp_cor:ShareholdingRatioTreasurySharesEtc,発行済株式総数に対する所有株式数の割合（％）、自己株式等,CurrentYearInstant_Row1Member,当期末,その他,時点,pure,,0.0000
jpcrp_cor:NumberOfSharesHeldInOwnNameTreasurySharesEtc,自己名義所有株式数（株）、自己株式等,CurrentYearInstant,当期末,その他,時点,shares,,4800
jpcrp_cor:NumberOfSharesHeldInOthersNamesTreasurySharesEtc,他人名義所有株式数（株）、自己株式等,CurrentYearInstant,当期末,その他,時点,shares,,－
jpcrp_cor:TotalNumberOfSharesHeldTreasurySharesEtc,所有株式数の合計（株）、自己株式等,CurrentYearInstant,当期末,その他,時点,shares,,4800
jpcrp_cor:ShareholdingRatioTreasurySharesEtc,発行済株式総数に対する所有株式数の割合（％）、自己株式等,CurrentYearInstant,当期末,その他,時点,pure,,0.0000
jpcrp_cor:TotalAmountOfDividendsDividendsOfSurplus,配当金の総額、剰余金の配当,FilingDateInstant_Row1Member,提出日時点,その他,時点,JPY,円,5688000000
jpcrp_cor:DividendPerShareDividendsOfSurplus,１株当たり配当額、剰余金の配当,FilingDateInstant_Row1Member,提出日時点,その他,時点,JPYPerShares,,25.00
jpcrp_cor:TotalAmountOfDividendsDividendsOfSurplus,配当金の総額、剰余金の配当,FilingDateInstant_Row2Member,提出日時点,その他,時点,JPY,円,5689000000
jpcrp_cor:DividendPerShareDividendsOfSurplus,１株当たり配当額、剰余金の配当,FilingDateInstant_Row2Member,提出日時点,その他,時点,JPYPerShares,,25.00
jpcrp_cor:NumberOfMaleDirectorsAndOtherOfficers,役員のうち男性の人数,FilingDateInstant,提出日時点,その他,時点,pure,,11
jpcrp_cor:NumberOfFemaleDirectorsAndOtherOfficers,役員のうち女性の人数,FilingDateInstant,提出日時点,その他,時点,pure,,1
jpcrp_cor:RatioOfFemaleDirectorsAndOtherOfficers,役員のうち女性の比率,FilingDateInstant,提出日時点,その他,時点,pure,,0.090
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000OnoKeijiMember,提出日時点,その他,時点,shares,,300
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000FujikiMitsuhiroMember,提出日時点,その他,時点,shares,,12300
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000HayamiHidekiMember,提出日時点,その他,時点,shares,,300
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000MinamiShinichiroMember,提出日時点,その他,時点,shares,,4300
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000IsobeDaisukeMember,提出日時点,その他,時点,shares,,1900
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000TsuboyaMasayukiMember,提出日時点,その他,時点,shares,,800
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000OkadaMotoyaMember,提出日時点,その他,時点,shares,,5200
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000KoshizukaKunihiroMember,提出日時点,その他,時点,shares,,－
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000AoyamaKazuhiroMember,提出日時点,その他,時点,shares,,－
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000ToriiEmiMember,提出日時点,その他,時点,shares,,－
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant_jpcrp030000-asr_E04002-000NishimatsuMasatoMember,提出日時点,その他,時点,shares,,－
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors,所有株式数（普通株式）、役員の状況（取締役（及び監査役））,FilingDateInstant,提出日時点,その他,時点,shares,,25100
jpcrp_cor:AuditFeesReportingCompany,監査証明業務に基づく報酬－提出会社、監査公認会計士等,CurrentYearDuration,当期,その他,期間,JPY,円,141000000
jpcrp_cor:NonAuditFeesReportingCompany,非監査業務に基づく報酬－提出会社、監査公認会計士等,CurrentYearDuration,当期,その他,期間,JPY,円,3000000
jpcrp_cor:AuditFeesConsolidatedSubsidiaries,監査証明業務に基づく報酬－連結子会社、監査公認会計士等,CurrentYearDuration,当期,その他,期間,JPY,円,－
jpcrp_cor:NonAuditFeesConsolidatedSubsidiaries,非監査業務に基づく報酬－連結子会社、監査公認会計士等,CurrentYearDuration,当期,その他,期間,JPY,円,－
jpcrp_cor:AuditFeesTotal,監査証明業務に基づく報酬－計、監査公認会計士等,CurrentYearDuration,当期,その他,期間,JPY,円,141000000
